order_id,order_date,order_priority,order_quantity,sales ,unit_price,ship_mode,shipping_cost,province,customer_segment,product_category,product_sub_category,product_container,ship_date
56676,10/25/2019,Critical,39,220.92,5.66,Regular Air,6.1,British Columbia,Consumer,Office Supplies,Paper,Small Box,10/26/2019
17831,10/25/2019,Critical,38,278.64,7.33,Express Air,5.7,British Columbia,Corporate,Office Supplies,Paper,Small Box,10/28/2019
56224,10/25/2019,Medium,35,154.14,4.40,Regular Air,5.8,British Columbia,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/27/2019
17831,10/25/2019,Critical,34,256.05,7.53,Regular Air,3,British Columbia,Corporate,Furniture,Office Furnishings,Small Pack,10/26/2019
56224,10/25/2019,Medium,32,3429.61,107.18,Delivery Truck,79.6,British Columbia,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,10/26/2019
56224,10/25/2019,Medium,9,965.17,107.24,Delivery Truck,55.6,British Columbia,Home Office,Furniture,Tables,Jumbo Box,10/26/2019
15904,10/26/2016,Not Specified,49,1965.42,40.11,Express Air,9.6,Saskachewan,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,10/28/2016
15904,10/26/2016,Not Specified,39,132.69,3.40,Regular Air,4.2,Saskachewan,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,10/27/2016
17251,10/26/2016,Not Specified,26,3158.04,121.46,Regular Air,9.6,Alberta,Small Business,Technology,Telephones and Communication,Small Box,10/28/2016
58528,10/26/2017,Medium,41,170.92,4.17,Express Air,2.7,Ontario,Corporate,Office Supplies,Envelopes,Small Box,10/27/2017
42882,10/26/2017,Low,17,218.35,12.84,Express Air,5.3,Ontario,Home Office,Office Supplies,Appliances,Small Box,10/28/2017
58528,10/26/2017,Medium,14,750.02,53.57,Regular Air,5.5,Ontario,Corporate,Office Supplies,Appliances,Medium Box,10/27/2017
58055,10/26/2018,Critical,26,223.20,8.58,Regular Air,5.6,Prince Edward Island,Consumer,Furniture,Office Furnishings,Small Box,10/28/2018
55171,10/26/2019,High,43,278.84,6.48,Regular Air,8.5,Saskachewan,Home Office,Office Supplies,Paper,Small Box,10/26/2019
32871,10/26/2019,High,42,1005.55,23.94,Express Air,4.3,British Columbia,Small Business,Technology,Computer Peripherals,Small Box,10/29/2019
55171,10/26/2019,High,29,616.20,21.25,Regular Air,4.3,Saskachewan,Home Office,Technology,Computer Peripherals,Small Box,10/27/2019
16197,10/26/2019,Critical,23,234.02,10.17,Express Air,2.3,New Brunswick,Consumer,Office Supplies,Paper,Wrap Bag,10/26/2019
16197,10/26/2019,Critical,19,110.94,5.84,Regular Air,6.3,New Brunswick,Consumer,Office Supplies,Paper,Small Box,10/27/2019
39269,10/26/2019,Low,16,497.22,31.08,Regular Air,2.7,Ontario,Home Office,Technology,Telephones and Communication,Small Pack,11/02/2019
32871,10/26/2019,High,14,2301.66,164.40,Delivery Truck,19.1,Ontario,Small Business,Technology,Office Machines,Jumbo Drum,10/28/2019
32871,10/26/2019,High,9,115.47,12.83,Regular Air,7,Ontario,Small Business,Technology,Computer Peripherals,Small Box,10/28/2019
48896,10/27/2016,Critical,43,916.88,21.32,Regular Air,10.2,New Brunswick,Home Office,Office Supplies,Paper,Small Box,10/29/2016
7623,10/27/2016,Critical,37,1918.96,51.86,Regular Air,21.4,Quebec,Corporate,Technology,Computer Peripherals,Small Box,10/29/2016
7623,10/27/2016,Critical,32,3295.67,102.99,Regular Air,5,Quebec,Corporate,Office Supplies,Paper,Small Box,10/28/2016
19105,10/27/2016,High,31,1466.50,47.31,Regular Air,6.4,Saskachewan,Corporate,Office Supplies,Paper,Small Box,10/29/2016
19105,10/27/2016,High,29,185.09,6.38,Regular Air,5.8,Saskachewan,Corporate,Office Supplies,Paper,Small Box,10/27/2016
7623,10/27/2016,Critical,18,5841.47,324.53,Regular Air,26.2,Quebec,Corporate,Office Supplies,Appliances,Large Box,10/29/2016
32737,10/27/2016,High,14,392.81,28.06,Regular Air,1.6,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/29/2016
2374,10/27/2017,Not Specified,21,83.64,3.98,Express Air,5.8,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,10/29/2017
31109,10/27/2018,Low,49,1621.05,33.08,Regular Air,13.5,Alberta,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,10/31/2018
17377,10/27/2018,Low,39,118.11,3.03,Regular Air,1.3,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,10/29/2018
34082,10/27/2018,Not Specified,35,817.82,23.37,Regular Air,9.6,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,10/29/2018
32001,10/27/2018,Low,22,529.48,24.07,Regular Air,3.9,Quebec,Small Business,Furniture,Office Furnishings,Small Pack,11/01/2018
34082,10/27/2018,Not Specified,20,41.26,2.06,Regular Air,1.6,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,10/28/2018
34082,10/27/2018,Not Specified,19,2713.71,142.83,Regular Air,21.4,Ontario,Corporate,Office Supplies,Storage & Organization,Small Box,10/28/2018
32001,10/27/2018,Low,11,3684.23,334.93,Regular Air,15,Quebec,Small Business,Technology,Office Machines,Medium Box,10/29/2018
57287,10/27/2018,Not Specified,11,505.17,45.92,Regular Air,2.1,Saskachewan,Corporate,Technology,Computer Peripherals,Small Pack,10/28/2018
53283,10/27/2018,High,2,26.82,13.41,Regular Air,6.2,British Columbia,Home Office,Technology,Office Machines,Medium Box,10/28/2018
23395,10/27/2019,Medium,31,1387.21,44.75,Regular Air,2.1,Yukon,Corporate,Technology,Computer Peripherals,Small Pack,10/29/2019
16132,10/27/2019,Medium,26,556.36,21.40,Regular Air,3.2,Alberta,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,10/28/2019
1345,10/27/2019,Low,24,2614.92,108.96,Delivery Truck,38.3,Ontario,Corporate,Furniture,Bookcases,Jumbo Box,10/31/2019
17700,10/27/2019,Critical,20,2467.15,123.36,Regular Air,37.5,Yukon,Home Office,Furniture,Office Furnishings,Small Box,10/28/2019
51556,10/27/2019,High,10,48.89,4.89,Express Air,4.5,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,10/29/2019
18918,10/27/2019,Not Specified,7,6808.35,972.62,Regular Air,15,Yukon,Corporate,Technology,Office Machines,Medium Box,10/28/2019
52291,10/28/2016,Critical,48,307.67,6.41,Regular Air,1,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,10/30/2016
56064,10/28/2016,Medium,41,1251.11,30.51,Regular Air,1.6,Saskachewan,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/28/2016
3395,10/28/2016,Not Specified,31,193.85,6.25,Express Air,5.6,British Columbia,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,10/30/2016
22628,10/28/2016,Medium,30,3158.32,105.28,Delivery Truck,79.6,New Brunswick,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,10/31/2016
3395,10/28/2016,Not Specified,29,666.63,22.99,Regular Air,12.3,British Columbia,Consumer,Office Supplies,Storage & Organization,Small Box,10/29/2016
3395,10/28/2016,Not Specified,7,115.43,16.49,Regular Air,1.5,British Columbia,Consumer,Office Supplies,Envelopes,Small Box,10/29/2016
31910,10/28/2016,Medium,6,200.77,33.46,Regular Air,5.4,Manitoba,Small Business,Technology,Telephones and Communication,Small Box,10/29/2016
52291,10/28/2016,Critical,5,94.50,18.90,Regular Air,1.1,Quebec,Corporate,Technology,Telephones and Communication,Wrap Bag,10/29/2016
3395,10/28/2016,Not Specified,1,14.08,14.08,Regular Air,6.4,British Columbia,Consumer,Office Supplies,Paper,Small Box,10/30/2016
48391,10/28/2017,Not Specified,45,272.76,6.06,Regular Air,5.8,Saskachewan,Corporate,Office Supplies,Paper,Small Box,10/29/2017
37669,10/28/2017,Not Specified,39,9717.72,249.17,Express Air,21.4,Ontario,Corporate,Office Supplies,Appliances,Small Box,10/30/2017
37669,10/28/2017,Not Specified,31,862.51,27.82,Regular Air,1.5,Ontario,Corporate,Office Supplies,Envelopes,Small Box,10/30/2017
12902,10/28/2017,Not Specified,30,3900.63,130.02,Delivery Truck,60.7,Alberta,Home Office,Furniture,Bookcases,Jumbo Box,10/30/2017
57986,10/28/2017,High,14,213.93,15.28,Regular Air,14.3,Manitoba,Small Business,Office Supplies,Appliances,Small Box,10/28/2017
12902,10/28/2017,Not Specified,9,323.19,35.91,Regular Air,7,British Columbia,Home Office,Technology,Computer Peripherals,Small Box,10/30/2017
53248,10/28/2017,Critical,7,2592.67,370.38,Delivery Truck,43,Quebec,Home Office,Furniture,Tables,Jumbo Box,10/29/2017
37669,10/28/2017,Not Specified,4,74.92,18.73,Regular Air,9.4,Ontario,Corporate,Office Supplies,Storage & Organization,Small Box,10/31/2017
22657,10/28/2018,High,36,10212.27,283.67,Express Air,12,British Columbia,Corporate,Technology,Computer Peripherals,Small Box,10/29/2018
48164,10/28/2018,High,33,101.00,3.06,Regular Air,0.7,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,10/30/2018
5092,10/28/2018,Low,25,1047.28,41.89,Regular Air,14.2,Nova Scotia,Consumer,Office Supplies,Paper,Small Box,11/02/2018
38628,10/28/2018,Low,23,714.76,31.08,Regular Air,1.3,New Brunswick,Small Business,Technology,Telephones and Communication,Small Pack,11/02/2018
22657,10/28/2018,High,8,35.22,4.40,Regular Air,2.1,British Columbia,Corporate,Office Supplies,Rubber Bands,Wrap Bag,10/29/2018
5092,10/28/2018,Low,3,758.67,252.89,Delivery Truck,69.2,Nova Scotia,Consumer,Furniture,Bookcases,Jumbo Box,10/28/2018
43104,10/28/2019,High,50,4973.92,99.48,Delivery Truck,15,Alberta,Small Business,Technology,Office Machines,Jumbo Drum,10/31/2019
9861,10/28/2019,Low,47,756.15,16.09,Regular Air,5.8,Nova Scotia,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,11/01/2019
38912,10/28/2019,Low,46,7430.02,161.52,Regular Air,4.3,Quebec,Corporate,Technology,Computer Peripherals,Small Box,10/30/2019
23428,10/28/2019,High,41,1049.62,25.60,Regular Air,8.8,Nova Scotia,Small Business,Office Supplies,Paper,Small Box,10/30/2019
8289,10/28/2019,Low,38,612.83,16.13,Regular Air,7.7,Alberta,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,10/28/2019
38912,10/28/2019,Low,26,1621.01,62.35,Regular Air,5.3,Newfoundland,Corporate,Technology,Telephones and Communication,Small Box,11/04/2019
41504,10/28/2019,Critical,20,324.15,16.21,Regular Air,6.2,Ontario,Corporate,Office Supplies,Storage & Organization,Small Box,10/30/2019
21634,10/28/2019,Not Specified,8,1724.55,215.57,Delivery Truck,72.8,Ontario,Home Office,Office Supplies,Appliances,Jumbo Drum,10/29/2019
21634,10/28/2019,Not Specified,1,2082.81,2082.81,Regular Air,15,Ontario,Home Office,Technology,Office Machines,Medium Box,10/31/2019
20229,10/29/2016,Low,47,124.18,2.64,Regular Air,0.9,Manitoba,Home Office,Office Supplies,Rubber Bands,Wrap Bag,11/05/2016
44134,10/29/2016,High,35,663.42,18.95,Regular Air,9.6,Quebec,Home Office,Furniture,Office Furnishings,Small Pack,10/31/2016
26627,10/29/2016,Medium,25,41.06,1.64,Regular Air,1.4,Alberta,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,10/29/2016
43554,10/29/2016,Critical,9,36.57,4.06,Regular Air,2.4,Manitoba,Consumer,Office Supplies,Paper,Wrap Bag,11/01/2016
11236,10/29/2017,High,49,279.29,5.70,Regular Air,5.3,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,10/30/2017
11236,10/29/2017,High,45,319.47,7.10,Regular Air,2.1,Yukon,Small Business,Office Supplies,Paper,Wrap Bag,10/29/2017
20741,10/29/2017,Low,43,1830.79,42.58,Regular Air,9.6,Alberta,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,11/05/2017
1888,10/29/2017,Not Specified,38,1352.97,35.60,Delivery Truck,48.7,Yukon,Corporate,Furniture,Tables,Jumbo Box,10/29/2017
1888,10/29/2017,Not Specified,35,169.33,4.84,Regular Air,5.8,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,10/30/2017
11236,10/29/2017,High,15,47.42,3.16,Regular Air,4.6,Yukon,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,10/29/2017
25062,10/29/2017,Critical,9,4203.23,467.03,Regular Air,21.4,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,10/31/2017
36548,10/29/2017,Low,8,48.14,6.02,Regular Air,8.1,Alberta,Corporate,Office Supplies,Paper,Small Box,10/31/2017
25062,10/29/2017,Critical,5,84.31,16.86,Regular Air,7.2,Ontario,Consumer,Office Supplies,Appliances,Medium Box,10/31/2017
11236,10/29/2017,High,4,1743.83,435.96,Regular Air,12.2,Quebec,Small Business,Office Supplies,Storage & Organization,Small Box,10/31/2017
27559,10/29/2018,High,38,498.51,13.12,Regular Air,5.2,Nova Scotia,Home Office,Office Supplies,Paper,Small Box,10/30/2018
20898,10/29/2018,Medium,33,1879.55,56.96,Regular Air,6,Yukon,Consumer,Technology,Telephones and Communication,Small Box,10/31/2018
19557,10/29/2018,Low,26,71.26,2.74,Regular Air,0.9,Manitoba,Corporate,Office Supplies,Rubber Bands,Wrap Bag,11/02/2018
19557,10/29/2018,Low,9,334.11,37.12,Regular Air,5.5,Manitoba,Corporate,Office Supplies,Storage & Organization,Small Box,10/29/2018
420,10/29/2018,Not Specified,8,46.32,5.79,Regular Air,5.2,Alberta,Small Business,Office Supplies,Paper,Small Box,10/29/2018
420,10/29/2018,Not Specified,6,44.62,7.44,Regular Air,5.7,Alberta,Small Business,Office Supplies,Paper,Small Box,10/31/2018
18531,10/29/2019,Critical,50,1389.73,27.79,Delivery Truck,15.4,Ontario,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,10/31/2019
16864,10/29/2019,Not Specified,42,13735.71,327.04,Delivery Truck,46.6,Yukon,Consumer,Furniture,Tables,Jumbo Box,10/29/2019
41378,10/29/2019,Not Specified,42,1352.66,32.21,Regular Air,2.1,Ontario,Home Office,Technology,Computer Peripherals,Small Pack,10/31/2019
26116,10/29/2019,Critical,36,746.23,20.73,Regular Air,9.7,Northwest Territories,Small Business,Office Supplies,Paper,Small Box,10/30/2019
41378,10/29/2019,Not Specified,30,5836.33,194.54,Delivery Truck,32.1,Ontario,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,11/01/2019
47971,10/29/2019,High,24,121.37,5.06,Regular Air,5.7,Ontario,Home Office,Furniture,Office Furnishings,Small Box,10/30/2019
40672,10/29/2019,Low,16,1731.16,108.20,Delivery Truck,38.3,Quebec,Consumer,Furniture,Bookcases,Jumbo Box,10/31/2019
3014,10/29/2019,Not Specified,13,4282.29,329.41,Regular Air,21.4,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,10/31/2019
3841,10/03/2016,Not Specified,43,7819.86,181.86,Express Air,9.6,Quebec,Small Business,Technology,Telephones and Communication,Small Box,10/05/2016
30214,10/03/2016,Low,38,401.90,10.58,Express Air,6.2,Manitoba,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/10/2016
49313,10/03/2016,Medium,36,1209.03,33.58,Regular Air,1.3,Ontario,Small Business,Technology,Telephones and Communication,Small Pack,10/04/2016
49313,10/03/2016,Medium,34,329.30,9.69,Express Air,5.3,Ontario,Small Business,Furniture,Office Furnishings,Small Box,10/03/2016
19111,10/03/2016,Low,24,209.54,8.73,Regular Air,2.1,Quebec,Consumer,Technology,Computer Peripherals,Small Pack,10/08/2016
15075,10/03/2016,Medium,24,1656.82,69.03,Regular Air,15.5,Manitoba,Consumer,Furniture,Office Furnishings,Small Box,10/03/2016
44583,10/03/2016,Low,21,337.12,16.05,Regular Air,5.7,Quebec,Corporate,Furniture,Office Furnishings,Wrap Bag,10/05/2016
3841,10/03/2016,Not Specified,20,27188.30,1359.42,Regular Air,21.4,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,10/05/2016
3841,10/03/2016,Not Specified,19,1267.36,66.70,Regular Air,52.4,Quebec,Small Business,Office Supplies,Appliances,Large Box,10/05/2016
50051,10/03/2016,Medium,17,110.98,6.53,Regular Air,7.5,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,10/05/2016
50051,10/03/2016,Medium,15,330.24,22.02,Express Air,6.8,Ontario,Corporate,Furniture,Office Furnishings,Small Box,10/03/2016
15075,10/03/2016,Medium,10,58.68,5.87,Regular Air,5.5,Manitoba,Consumer,Technology,Computer Peripherals,Small Pack,10/05/2016
44583,10/03/2016,Low,6,18.82,3.14,Regular Air,5.4,Nova Scotia,Corporate,Office Supplies,Appliances,Small Box,10/08/2016
50051,10/03/2016,Medium,4,198.11,49.53,Regular Air,36.6,Ontario,Corporate,Furniture,Office Furnishings,Wrap Bag,10/05/2016
57475,10/03/2017,Low,48,331.33,6.90,Regular Air,5.6,New Brunswick,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/03/2017
55969,10/03/2017,Medium,37,2492.46,67.36,Regular Air,7.4,Ontario,Small Business,Office Supplies,Storage & Organization,Small Box,10/06/2017
57475,10/03/2017,Low,34,593.72,17.46,Regular Air,14.1,New Brunswick,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/03/2017
57475,10/03/2017,Low,32,178.76,5.59,Regular Air,6.1,New Brunswick,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,10/10/2017
30150,10/03/2017,Critical,30,474.50,15.82,Regular Air,1.5,Quebec,Home Office,Office Supplies,Envelopes,Small Box,10/04/2017
57475,10/03/2017,Low,24,163.04,6.79,Regular Air,7.1,New Brunswick,Home Office,Office Supplies,Paper,Small Box,10/05/2017
54563,10/03/2017,Critical,24,560.21,23.34,Regular Air,9.6,Ontario,Home Office,Furniture,Office Furnishings,Small Pack,10/05/2017
33573,10/03/2017,Critical,15,2431.64,162.11,Delivery Truck,17.1,Ontario,Corporate,Furniture,Tables,Jumbo Box,10/03/2017
12871,10/03/2018,Not Specified,46,491.41,10.68,Regular Air,5,Saskachewan,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,10/05/2018
10979,10/03/2018,Medium,15,520.48,34.70,Regular Air,4.2,Saskachewan,Small Business,Furniture,Office Furnishings,Small Pack,10/05/2018
10979,10/03/2018,Medium,7,155.10,22.16,Express Air,6.3,Saskachewan,Small Business,Office Supplies,Paper,Small Box,10/05/2018
55077,10/03/2018,Critical,3,154.06,51.35,Regular Air,2.7,Quebec,Corporate,Technology,Telephones and Communication,Small Pack,10/05/2018
55077,10/03/2018,Critical,2,33.92,16.96,Regular Air,2.1,Quebec,Corporate,Technology,Computer Peripherals,Small Pack,10/05/2018
31266,10/03/2019,High,16,7033.91,439.62,Delivery Truck,12.9,Ontario,Corporate,Technology,Office Machines,Jumbo Box,10/04/2019
46534,10/03/2019,High,13,1435.20,110.40,Regular Air,21.4,Ontario,Consumer,Technology,Office Machines,Small Box,10/05/2019
24003,10/30/2016,Critical,50,1410.78,28.22,Regular Air,9.4,Newfoundland,Corporate,Office Supplies,Storage & Organization,Small Box,10/31/2016
24003,10/30/2016,Critical,49,93.56,1.91,Regular Air,0.7,Newfoundland,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,11/01/2016
24003,10/30/2016,Critical,9,12.72,1.41,Regular Air,0.7,Yukon,Corporate,Office Supplies,Rubber Bands,Wrap Bag,10/30/2016
28419,10/30/2016,Low,9,143.22,15.91,Express Air,4.8,Manitoba,Consumer,Office Supplies,Storage & Organization,Small Box,11/03/2016
24003,10/30/2016,Critical,4,138.87,34.72,Express Air,6.4,Nova Scotia,Corporate,Technology,Telephones and Communication,Wrap Bag,11/01/2016
32326,10/30/2017,High,50,994.90,19.90,Regular Air,12,Quebec,Small Business,Furniture,Office Furnishings,Large Box,10/31/2017
36003,10/30/2017,Medium,48,1103.36,22.99,Regular Air,6.2,Manitoba,Consumer,Office Supplies,Paper,Small Box,11/01/2017
38337,10/30/2017,Medium,46,140.06,3.04,Regular Air,0.7,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,11/01/2017
36003,10/30/2017,Medium,40,221.94,5.55,Regular Air,6.1,Manitoba,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,11/01/2017
58855,10/30/2017,Medium,38,74.11,1.95,Regular Air,4.4,British Columbia,Corporate,Furniture,Office Furnishings,Small Pack,10/30/2017
43844,10/30/2017,High,25,1080.56,43.22,Regular Air,5.3,British Columbia,Small Business,Technology,Telephones and Communication,Small Box,10/30/2017
32389,10/30/2017,Medium,23,999.45,43.45,Regular Air,11,Nova Scotia,Small Business,Technology,Computer Peripherals,Small Box,11/01/2017
32389,10/30/2017,Medium,8,130.14,16.27,Delivery Truck,29.7,Ontario,Small Business,Furniture,Tables,Jumbo Box,10/31/2017
32389,10/30/2017,Medium,1,70.05,70.05,Express Air,9.4,Ontario,Small Business,Technology,Telephones and Communication,Small Box,10/31/2017
50726,10/30/2018,Low,45,9896.15,219.91,Delivery Truck,25.4,Alberta,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,11/03/2018
51557,10/30/2018,High,36,1871.50,51.99,Regular Air,6.2,Alberta,Corporate,Office Supplies,Paper,Small Box,11/01/2018
59205,10/30/2018,Critical,35,638.83,18.25,Regular Air,7.5,Saskachewan,Home Office,Office Supplies,Storage & Organization,Small Box,11/01/2018
23781,10/30/2018,Critical,30,214.26,7.14,Regular Air,6.2,Saskachewan,Home Office,Office Supplies,Paper,Small Box,11/01/2018
50726,10/30/2018,Low,21,105.80,5.04,Express Air,1.1,Alberta,Corporate,Office Supplies,Labels,Small Box,10/30/2018
51557,10/30/2018,High,14,40.55,2.90,Regular Air,2.6,Alberta,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,10/30/2018
59205,10/30/2018,Critical,11,58.41,5.31,Regular Air,7.4,Saskachewan,Home Office,Office Supplies,Labels,Small Box,11/01/2018
57091,10/30/2018,Medium,6,15.89,2.65,Express Air,1.1,Ontario,Home Office,Office Supplies,Rubber Bands,Wrap Bag,10/31/2018
15872,10/30/2019,Not Specified,48,5561.99,115.87,Delivery Truck,16.8,Manitoba,Corporate,Office Supplies,Appliances,Jumbo Drum,10/30/2019
43653,10/30/2019,High,39,713.05,18.28,Express Air,7.9,Saskachewan,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,10/31/2019
26306,10/30/2019,Low,39,8266.46,211.96,Delivery Truck,59.9,Yukon,Corporate,Furniture,Bookcases,Jumbo Box,11/03/2019
53536,10/30/2019,High,35,790.40,22.58,Regular Air,8.1,British Columbia,Home Office,Furniture,Office Furnishings,Small Box,11/01/2019
30499,10/30/2019,High,33,213.59,6.47,Regular Air,1.3,Prince Edward Island,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,11/01/2019
48706,10/30/2019,Low,28,33.38,1.19,Regular Air,0.7,Quebec,Small Business,Office Supplies,Rubber Bands,Wrap Bag,11/03/2019
17510,10/30/2019,Critical,28,494.47,17.66,Regular Air,1.5,Yukon,Small Business,Office Supplies,Envelopes,Small Box,10/31/2019
17061,10/30/2019,Critical,28,86.17,3.08,Regular Air,0.7,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,11/01/2019
15872,10/30/2019,Not Specified,23,201.73,8.77,Regular Air,6.4,Manitoba,Corporate,Office Supplies,Paper,Small Box,11/01/2019
15872,10/30/2019,Not Specified,19,768.70,40.46,Regular Air,18.7,Manitoba,Corporate,Office Supplies,Paper,Small Box,10/31/2019
48706,10/30/2019,Low,18,142.07,7.89,Regular Air,11.9,Nova Scotia,Small Business,Office Supplies,Paper,Small Box,11/06/2019
30499,10/30/2019,High,16,98.50,6.16,Regular Air,2.7,Prince Edward Island,Consumer,Office Supplies,Envelopes,Small Box,11/01/2019
26306,10/30/2019,Low,15,2747.37,183.16,Regular Air,73.8,Quebec,Corporate,Furniture,Tables,Large Box,11/04/2019
43653,10/30/2019,High,10,375.89,37.59,Regular Air,8.8,Saskachewan,Small Business,Office Supplies,Storage & Organization,Small Box,11/01/2019
53536,10/30/2019,High,5,1086.48,217.30,Delivery Truck,60.1,British Columbia,Home Office,Furniture,Tables,Jumbo Box,11/01/2019
43653,10/30/2019,High,3,11.36,3.79,Regular Air,1.4,Saskachewan,Small Business,Office Supplies,Rubber Bands,Wrap Bag,10/30/2019
38852,10/31/2016,Not Specified,25,162.97,6.52,Regular Air,1.6,Manitoba,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,11/02/2016
34721,10/31/2017,Not Specified,46,538.39,11.70,Regular Air,5,British Columbia,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,11/01/2017
43745,10/31/2017,Low,43,2603.88,60.56,Regular Air,1.1,Quebec,Corporate,Office Supplies,Appliances,Small Box,10/31/2017
43745,10/31/2017,Low,41,278.88,6.80,Regular Air,6.6,Quebec,Corporate,Office Supplies,Paper,Small Box,11/02/2017
55014,10/31/2017,High,38,251.61,6.62,Regular Air,2.4,Alberta,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,11/01/2017
26631,10/31/2017,Critical,37,247.87,6.70,Regular Air,11.1,Yukon,Corporate,Office Supplies,Paper,Small Box,10/31/2017
43745,10/31/2017,Low,32,1337.96,41.81,Regular Air,2.7,Quebec,Corporate,Technology,Telephones and Communication,Small Box,10/31/2017
43745,10/31/2017,Low,26,1463.79,56.30,Regular Air,7,Quebec,Corporate,Technology,Computer Peripherals,Small Box,11/02/2017
30917,10/31/2017,Low,11,92.87,8.44,Regular Air,3,Manitoba,Corporate,Technology,Computer Peripherals,Small Pack,11/02/2017
30917,10/31/2017,Low,8,806.57,100.82,Regular Air,15,Manitoba,Corporate,Technology,Office Machines,Medium Box,11/04/2017
43745,10/31/2017,Low,5,137.59,27.52,Regular Air,5.7,New Brunswick,Corporate,Office Supplies,Appliances,Medium Box,11/07/2017
43745,10/31/2017,Low,1,5.32,5.32,Regular Air,1.5,New Brunswick,Corporate,Office Supplies,Rubber Bands,Wrap Bag,11/04/2017
52162,10/31/2018,Not Specified,47,166.09,3.53,Regular Air,1.4,Ontario,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,11/01/2018
54368,10/31/2018,Not Specified,43,1798.65,41.83,Regular Air,5.3,Quebec,Small Business,Technology,Telephones and Communication,Small Box,11/01/2018
55425,10/31/2018,Critical,42,4680.02,111.43,Express Air,8.2,Newfoundland,Corporate,Technology,Telephones and Communication,Small Box,11/01/2018
52162,10/31/2018,Not Specified,39,279.44,7.17,Regular Air,10.4,Ontario,Home Office,Furniture,Bookcases,Jumbo Box,10/31/2018
5281,10/31/2018,High,36,5065.06,140.70,Delivery Truck,32.1,Manitoba,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,11/01/2018
54368,10/31/2018,Not Specified,31,249.52,8.05,Regular Air,6.2,Quebec,Small Business,Office Supplies,Paper,Wrap Bag,11/02/2018
54368,10/31/2018,Not Specified,16,85.10,5.32,Regular Air,5.9,Quebec,Small Business,Office Supplies,Paper,Small Box,11/01/2018
5281,10/31/2018,High,14,2908.33,207.74,Regular Air,22.7,Manitoba,Consumer,Furniture,Office Furnishings,Large Box,11/01/2018
55425,10/31/2018,Critical,8,2463.53,307.94,Express Air,7.7,Quebec,Corporate,Technology,Computer Peripherals,Small Box,11/02/2018
55425,10/31/2018,Critical,7,79.03,11.29,Regular Air,10.1,Nova Scotia,Corporate,Office Supplies,Storage & Organization,Small Box,11/01/2018
48423,10/31/2019,High,49,443.10,9.04,Regular Air,8.9,Manitoba,Home Office,Office Supplies,Envelopes,Small Box,10/31/2019
